host_token	issue_type	known_glosses_elsewhere	morpheme_form	source_file	source_id	split_index	text	uid
me@	missing_split_gloss_but_known_for_same_morpheme	"[""COMP"", ""que""]"	me	data/van-data.json	van-data	1	aGeewi mica iniKGigi	42df6a83-6ae1-49b2-bd99-fbed7e2a083b
me@	missing_split_gloss_but_known_for_same_morpheme	"[""COMP"", ""que""]"	me	data/van-data.json	van-data	1	aGeyo mica inikGigi	27d94732-46ea-4286-a1d4-b2861806a579
me@	missing_split_gloss_but_known_for_same_morpheme	"[""COMP"", ""que""]"	me	data/van-data.json	van-data	1	aGidedonaGa midi Godoigi	d3952c8a-1ac1-4255-be0b-63978fdf368b
me@	missing_split_gloss_but_known_for_same_morpheme	"[""COMP"", ""que""]"	me	data/van-data.json	van-data	1	aGide jonaGa midi Godoigi	fbae0277-3aad-4812-9229-94179b5a97a0
metaGa	missing_split_gloss_but_known_for_same_morpheme	"[""COMP"", ""que""]"	me	data/van-data.json	van-data	1	ijowa leonigipi iwaalo idi metaGa	b97e5b2f-d0da-4238-8ee6-2c64ded91f76
me@	missing_split_gloss_but_known_for_same_morpheme	"[""PL""]"	wa	data/ped-gramm.json	ped-gramm	4	Eyodi dowediteloco naodigijedi micoataGa daGa me lionigipi	ee1a1190-7803-404c-83f6-49d3ccf63b0d
niGidowa	missing_split_gloss_but_known_for_same_morpheme	"[""PL""]"	wa	data/ped-gramm.json	ped-gramm	4	niGidowa waca lotiidi dapikoGo	d3e098e5-4edd-4c24-81cf-78ff4a4d398c
niGidiwa	missing_split_gloss_but_known_for_same_morpheme	"[""PL""]"	wa	data/van-data.json	van-data	4	niGidiwa wetiadi iwaGadi	e1acd124-849e-40dc-bbb0-a8b6ed281592
idiwa	missing_split_gloss_but_known_for_same_morpheme	"[""PL""]"	wa	data/van-data.json	van-data	3	idiwa wetiadi iwaGadi	6459c008-b2ad-4517-8227-b525616b720d
niGidowa	missing_split_gloss_but_known_for_same_morpheme	"[""PL""]"	wa	data/van-data.json	van-data	4	niGidowa waca lotiidi dapicoGo	b4e1df8d-6590-4ce9-9f72-c0b054398c89
idowa	missing_split_gloss_but_known_for_same_morpheme	"[""PL""]"	wa	data/van-data.json	van-data	3	idowa waca lotiidi dapicoGo	278e4c5c-aaab-4ca3-8f5e-277610fb80c2
idiwa	missing_split_gloss_but_known_for_same_morpheme	"[""PL""]"	wa	data/van-data.json	van-data	3	idiwa noGojedi lixagotaGaGa adakake loojedi	fad6e8d3-1e9f-451c-aaa7-fd28aecfd967
idiwa	missing_split_gloss_but_known_for_same_morpheme	"[""PL""]"	wa	data/van-data.json	van-data	3	idiwa bejoli dapico	444f95ae-8ed7-422e-84f1-aae6d4af2b6d
idiwa	missing_split_gloss_but_known_for_same_morpheme	"[""PL""]"	wa	data/van-data.json	van-data	3	idiwa leonigipi Maria libinienigipi	f240dcfe-ca05-42aa-8644-07b9e3464e1a
me@	missing_split_gloss_but_known_for_same_morpheme	"[""2"", ""3"", ""COM"", ""com""]"	taGa	data/hil-data.json	hil-data	4	dibixodi ideiticoaci maditaGa	4e9130da-80fd-4ac2-8665-956c95b299e2
lixagotaGaGa	missing_split_gloss_but_known_for_same_morpheme	"[""2"", ""3"", ""COM"", ""com""]"	taGa	data/hil-data.json	hil-data	3	Nigidiwa noGojedi lixagotaGaGa adakake lojedi	83fdcd4c-338f-4a9f-8545-da8539e67e9d
me@	missing_split_gloss_but_known_for_same_morpheme	"[""2"", ""3"", ""COM"", ""com""]"	taGa	data/hil-data.json	hil-data	3	NiGidi lionaGa iwaalo etidi meetaGa	13f012b0-ef62-4477-b4bd-00e000484874
me@	missing_split_gloss_but_known_for_same_morpheme	"[""2"", ""3"", ""COM"", ""com""]"	taGa	data/van-data.json	van-data	4	etee minitaGa	7aa17dd7-2c26-4df9-8f90-65d8d58e2c59
lotaGa	missing_split_gloss_but_known_for_same_morpheme	"[""palavra""]"	otaGa	data/ped-gramm.json	ped-gramm	2	lotaGa GanaginaGa libinienaGa .	19401990-aa1d-4cf5-bea1-122254c6b77a
libinienaGa	missing_split_gloss_but_known_for_same_morpheme	"[""beleza""]"	binie	data/ped-gramm.json	ped-gramm	2	lotaGa GanaginaGa libinienaGa .	19401990-aa1d-4cf5-bea1-122254c6b77a
adakake	missing_split_gloss_but_known_for_same_morpheme	"[""(ser|estar)_(duro|caro)"", ""(ser|estar)_dur(o|a)"", ""(ser|estar)_duro""]"	akake	data/ped-gramm.json	ped-gramm	3	etogo aneiwaGadi adakake lojedi .	2c0248b3-8f68-46e9-b41c-9f7807572c87
adakake	missing_split_gloss_but_known_for_same_morpheme	"[""(ser|estar)_(duro|caro)"", ""(ser|estar)_dur(o|a)"", ""(ser|estar)_duro""]"	akake	data/ped-gramm.json	ped-gramm	3	etogo adakake lojedi	73ceda1b-be14-4e75-9b1e-2a490d7df366
dakake	missing_split_gloss_but_known_for_same_morpheme	"[""(ser|estar)_(duro|caro)"", ""(ser|estar)_dur(o|a)"", ""(ser|estar)_duro""]"	akake	data/ped-gramm.json	ped-gramm	2	etogoli dakake lojetedi	bf632295-26f8-4ee6-979f-33f090ef0471
dakake	missing_split_gloss_but_known_for_same_morpheme	"[""(ser|estar)_(duro|caro)"", ""(ser|estar)_dur(o|a)"", ""(ser|estar)_duro""]"	akake	data/ped-gramm.json	ped-gramm	2	etogoli dakake loojedi	bbd6b80b-3236-4172-8bd5-ba3fb404049e
adakake	missing_split_gloss_but_known_for_same_morpheme	"[""(ser|estar)_(duro|caro)"", ""(ser|estar)_dur(o|a)"", ""(ser|estar)_duro""]"	akake	data/ped-gramm.json	ped-gramm	3	Etogoli iwaGadi adakake lojetedi	1ab7fa26-ed92-4d55-98d0-0d76396373f0
adakake	missing_split_gloss_but_known_for_same_morpheme	"[""(ser|estar)_(duro|caro)"", ""(ser|estar)_dur(o|a)"", ""(ser|estar)_duro""]"	akake	data/hil-data.json	hil-data	3	Etogo aneiwaGadi adakake lojedi	e349508c-4d86-48b8-9918-057988755e77
dakake	missing_split_gloss_but_known_for_same_morpheme	"[""(ser|estar)_(duro|caro)"", ""(ser|estar)_dur(o|a)"", ""(ser|estar)_duro""]"	akake	data/hil-data.json	hil-data	2	NiGida niwenigi eliodi me dakake loojedi	0ca977cd-2edf-45d9-b958-068648aebef9
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""(ser|estar)_(duro|caro)"", ""(ser|estar)_dur(o|a)"", ""(ser|estar)_duro""]"	akake	data/hil-data.json	hil-data	2	Nigidiwa noGojedi lixagotaGaGa adakake lojedi	83fdcd4c-338f-4a9f-8545-da8539e67e9d
dakake	missing_split_gloss_but_known_for_same_morpheme	"[""(ser|estar)_(duro|caro)"", ""(ser|estar)_dur(o|a)"", ""(ser|estar)_duro""]"	akake	data/van-data.json	van-data	2	niGida niwenigi daGaxa me dakake loojedi	a1e15803-1e5e-481f-8137-a84beac6cbcc
lojetedi	missing_split_gloss_but_known_for_same_morpheme	"[""preço""]"	oojedi	data/ped-gramm.json	ped-gramm	2	etogoli dakake lojetedi	bf632295-26f8-4ee6-979f-33f090ef0471
lojetedi	missing_split_gloss_but_known_for_same_morpheme	"[""preço""]"	oojedi	data/ped-gramm.json	ped-gramm	2	Etogoli iwaGadi adakake lojetedi	1ab7fa26-ed92-4d55-98d0-0d76396373f0
me@	missing_split_gloss_but_known_for_same_morpheme	"[""(ser|estar)_feliz"", ""alegrar-se"", ""deitad(o|a)"", ""sentad(o|a)""]"	ni	data/ped-gramm.json	ped-gramm	3	etee minitaGa	156fa9a4-4323-44f1-9cdc-ef5dc052b428
me@	missing_split_gloss_but_known_for_same_morpheme	"[""(ser|estar)_feliz"", ""alegrar-se"", ""deitad(o|a)"", ""sentad(o|a)""]"	ni	data/van-data.json	van-data	3	niGijo nigaanigawaanigi manitaGa lomigo niwatece	235440ba-548e-4df6-8d9e-214cc8714f8f
me@	missing_split_gloss_but_known_for_same_morpheme	"[""(ser|estar)_feliz"", ""alegrar-se"", ""deitad(o|a)"", ""sentad(o|a)""]"	ni	data/van-data.json	van-data	3	Eyo manitaGa nigotaGa	d021bede-064b-4fd5-bb33-6c7cd4279c1b
me@	missing_split_gloss_but_known_for_same_morpheme	"[""(ser|estar)_feliz"", ""alegrar-se"", ""deitad(o|a)"", ""sentad(o|a)""]"	ni	data/van-data.json	van-data	3	dibixodi idei manitaGa	8c5dd09c-d010-4c48-9601-9d3b14c61119
me@	missing_split_gloss_but_known_for_same_morpheme	"[""(ser|estar)_feliz"", ""alegrar-se"", ""deitad(o|a)"", ""sentad(o|a)""]"	ni	data/van-data.json	van-data	3	etee manitaGa	e7f4ab65-14d7-44f5-a197-c99c4ab173cd
me@	missing_split_gloss_but_known_for_same_morpheme	"[""(ser|estar)_feliz"", ""alegrar-se"", ""deitad(o|a)"", ""sentad(o|a)""]"	ni	data/van-data.json	van-data	3	etee minitaGa	7aa17dd7-2c26-4df9-8f90-65d8d58e2c59
dapikoGo	missing_split_gloss_but_known_for_same_morpheme	"[""1"", ""1pl"", ""1|3"", ""2"", ""Nmlz"", ""PL"", ""SG""]"	Ga	data/ped-gramm.json	ped-gramm	3	niGidowa waca lotiidi dapikoGo	d3e098e5-4edd-4c24-81cf-78ff4a4d398c
Ganioxoa	missing_split_gloss_but_known_for_same_morpheme	"[""1"", ""1pl"", ""1|3"", ""2"", ""Nmlz"", ""PL"", ""SG""]"	Ga	data/hil-data.json	hil-data	1	LotaGa Ganioxoa libinienaGa	39f34955-a828-47d7-808d-b3b3565b42d6
lionaGa	missing_split_gloss_but_known_for_same_morpheme	"[""1"", ""1pl"", ""1|3"", ""2"", ""Nmlz"", ""PL"", ""SG""]"	Ga	data/hil-data.json	hil-data	3	niGijoa lionaGa iwaalo idei mijotaGa	0de3d311-348a-4107-a191-9fc3f960c249
lixagotaGaGa	missing_split_gloss_but_known_for_same_morpheme	"[""1"", ""1pl"", ""1|3"", ""2"", ""Nmlz"", ""PL"", ""SG""]"	Ga	data/hil-data.json	hil-data	4	Nigidiwa noGojedi lixagotaGaGa adakake lojedi	83fdcd4c-338f-4a9f-8545-da8539e67e9d
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""1"", ""1pl"", ""1|3"", ""2"", ""Nmlz"", ""PL"", ""SG""]"	Ga	data/hil-data.json	hil-data	5	oko aidejonaGa midi Godoigi	341bf09a-2ef8-455a-8b6b-88373c617dae
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""1"", ""1pl"", ""1|3"", ""2"", ""Nmlz"", ""PL"", ""SG""]"	Ga	data/hil-data.json	hil-data	5	aidejonaGa midi Godoigi	dff00f05-7be1-4d62-b3ed-b8a8870851e9
lionaGa	missing_split_gloss_but_known_for_same_morpheme	"[""1"", ""1pl"", ""1|3"", ""2"", ""Nmlz"", ""PL"", ""SG""]"	Ga	data/hil-data.json	hil-data	3	NiGidi lionaGa iwaalo etidi meetaGa	13f012b0-ef62-4477-b4bd-00e000484874
lixagotaGaGa	missing_split_gloss_but_known_for_same_morpheme	"[""1"", ""1pl"", ""1|3"", ""2"", ""Nmlz"", ""PL"", ""SG""]"	Ga	data/van-data.json	van-data	4	idiwa noGojedi lixagotaGaGa adakake loojedi	fad6e8d3-1e9f-451c-aaa7-fd28aecfd967
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""1"", ""1pl"", ""1|3"", ""2"", ""Nmlz"", ""PL"", ""SG""]"	Ga	data/van-data.json	van-data	5	aGidedonaGa midi Godoigi	d3952c8a-1ac1-4255-be0b-63978fdf368b
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""1"", ""1SG"", ""1SG.M""]"	ee	data/ped-gramm.json	ped-gramm	2	aGee eliodi niinikeGegi	3f077b37-aa95-4012-9efb-a21630cdd6e9
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""1"", ""1SG"", ""1SG.M""]"	ee	data/van-data.json	van-data	2	aGee eliodi niinikeGegi	969ba2f3-88dc-417e-ad3f-16ce88b4c762
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""1"", ""1SG"", ""1SG.M""]"	ee	data/van-data.json	van-data	2	aGeewi mica iniKGigi	42df6a83-6ae1-49b2-bd99-fbed7e2a083b
lotiidi	missing_split_gloss_but_known_for_same_morpheme	"[""leite""]"	otiidi	data/ped-gramm.json	ped-gramm	2	niGidowa waca lotiidi dapikoGo	d3e098e5-4edd-4c24-81cf-78ff4a4d398c
lojetedi	missing_split_gloss_but_known_for_same_morpheme	"[""PL""]"	tedi	data/ped-gramm.json	ped-gramm	3	etogoli dakake lojetedi	bf632295-26f8-4ee6-979f-33f090ef0471
lojetedi	missing_split_gloss_but_known_for_same_morpheme	"[""PL""]"	tedi	data/ped-gramm.json	ped-gramm	3	Etogoli iwaGadi adakake lojetedi	1ab7fa26-ed92-4d55-98d0-0d76396373f0
lojetedi	missing_split_gloss_but_known_for_same_morpheme	"[""PL""]"	tedi	data/van-data.json	van-data	3	niwatece iwaGadi noxilece lojetedi	947061b4-7b73-4612-8aa8-0af0e04cbc85
libinienaGa	missing_split_gloss_but_known_for_same_morpheme	"[""vindo""]"	na	data/hil-data.json	hil-data	3	LotaGa Ganioxoa libinienaGa	39f34955-a828-47d7-808d-b3b3565b42d6
libinienaGa	missing_split_gloss_but_known_for_same_morpheme	"[""vindo""]"	na	data/hil-data.json	hil-data	3	LotaGa Gadodawa libinienaGa	d3ae6cfd-bec1-49f3-a0f9-4ca0744e3404
libinienigipi	missing_split_gloss_but_known_for_same_morpheme	"[""vindo""]"	na	data/hil-data.json	hil-data	3	Iwaalepodi libinienigipi .	baccc279-f303-4b4f-a6d7-4404de699f4a
libinienigi	missing_split_gloss_but_known_for_same_morpheme	"[""vindo""]"	na	data/hil-data.json	hil-data	3	libinienigi	0b9bddcd-f6af-4281-80a9-cac2377d0af1
libinienaGa	missing_split_gloss_but_known_for_same_morpheme	"[""vindo""]"	na	data/hil-data.json	hil-data	3	nigidiwa okokodi ligetedi midi niwigo libinienaGa	79cb0e55-9c06-4cb1-91b3-2b5233e1678f
libinienaGa	missing_split_gloss_but_known_for_same_morpheme	"[""vindo""]"	na	data/hil-data.json	hil-data	3	nigidiwa okokodi ligetedi liwigo libinienaGa	a74fea0a-dd87-4c4d-8670-9db66f5b5b16
libinienigipi	missing_split_gloss_but_known_for_same_morpheme	"[""vindo""]"	na	data/hil-data.json	hil-data	3	Nigijoa lianaGa Maria libinienigipi	d0cb9423-93bb-4b45-a02a-fee23a6dd8bb
Nigaanigawaanigi	missing_split_gloss_but_known_for_same_morpheme	"[""vindo""]"	na	data/hil-data.json	hil-data	2	Nigaanigawaanigi etini liwatece Pedilo	9669b093-f0a2-4187-9063-cec9ba4c0196
nigaanigawaanigi	missing_split_gloss_but_known_for_same_morpheme	"[""vindo""]"	na	data/hil-data.json	hil-data	2	NiGijo nigaanigawaanigi etini liwatece ideloGole	529c167b-b3a7-40cc-af76-c7522719c6d4
libinienaGa	missing_split_gloss_but_known_for_same_morpheme	"[""vindo""]"	na	data/van-data.json	van-data	3	lotaGa Gadodawa libinienaGa	ee540050-e6fa-424e-9252-fd0b9312769d
libinienigi	missing_split_gloss_but_known_for_same_morpheme	"[""vindo""]"	na	data/van-data.json	van-data	3	Gawenigi eliodi me libinienigi	0c38eab8-c6b0-4f02-bf05-27ea6285fe70
libinienigi	missing_split_gloss_but_known_for_same_morpheme	"[""vindo""]"	na	data/van-data.json	van-data	3	niGida liwenigi libinienigi	a85fda39-1575-4120-9432-8fb534ebdbd2
nigaanigawaanigi	missing_split_gloss_but_known_for_same_morpheme	"[""vindo""]"	na	data/van-data.json	van-data	2	naGajo lomiigo nigaanigawaanigi manitaGa niwatece	2386b5b5-57d0-4a1f-86c2-73f67561744c
nigaanigawaanigi	missing_split_gloss_but_known_for_same_morpheme	"[""vindo""]"	na	data/van-data.json	van-data	2	Ijo nigaanigawaanigi idei madi lomiigo niwatece	4c41fdf6-0c48-4eb6-91f7-121c21f3e2a7
nigaanigawaanigi	missing_split_gloss_but_known_for_same_morpheme	"[""vindo""]"	na	data/van-data.json	van-data	2	niGijo nigaanigawaanigi manitaGa lomigo niwatece	235440ba-548e-4df6-8d9e-214cc8714f8f
libinienigipi	missing_split_gloss_but_known_for_same_morpheme	"[""vindo""]"	na	data/van-data.json	van-data	3	iwalepodi ja libinienigipi	9b107abc-b49f-4ce2-9c43-30c7e5b5f8b2
libinienigi	missing_split_gloss_but_known_for_same_morpheme	"[""vindo""]"	na	data/van-data.json	van-data	3	ijo libinienigi	3aba0004-0ce2-4392-a334-ef814428ec0d
libinienigi	missing_split_gloss_but_known_for_same_morpheme	"[""vindo""]"	na	data/van-data.json	van-data	3	ica liwigo niganigawanigi libinienigi	5d76c7ee-51ce-47b0-a85d-ddc7f7d33f5f
liwaGatena	missing_split_gloss_but_known_for_same_morpheme	"[""vindo""]"	na	data/van-data.json	van-data	4	naGani wetiGa liwaGatena	46190f73-f21e-4073-b09c-8b2d17c6668e
libinienigipi	missing_split_gloss_but_known_for_same_morpheme	"[""vindo""]"	na	data/van-data.json	van-data	3	ijowa nigetedi niwigo libinienigipi	075356e6-f89c-4d83-b001-435d13b319dc
libinienaGa	missing_split_gloss_but_known_for_same_morpheme	"[""vindo""]"	na	data/van-data.json	van-data	3	okokodi ligetedi midi niwigo libinienaGa .	5739aca1-95fc-4584-9550-d7bd73c3c361
libinienigi	missing_split_gloss_but_known_for_same_morpheme	"[""vindo""]"	na	data/van-data.json	van-data	3	liwigo okokodi ligetedi libinienigi .	83a62eb4-5a9e-43b0-b6b4-bded8dbd8ffe
libinienigipi	missing_split_gloss_but_known_for_same_morpheme	"[""vindo""]"	na	data/van-data.json	van-data	3	idiwa leonigipi Maria libinienigipi	f240dcfe-ca05-42aa-8644-07b9e3464e1a
Ninitibigiwaji	missing_split_gloss_but_known_for_same_morpheme	"[""totalitativo""]"	waji	data/hil-data.json	hil-data	4	Ninitibigiwaji .	4aed8aa8-bd36-4940-8020-8ba12122304e
jipecaGataGagitiwaji	missing_split_gloss_but_known_for_same_morpheme	"[""totalitativo""]"	waji	data/hil-data.json	hil-data	7	jipecaGataGagitiwaji .	9a136412-a636-4e5e-aa54-ac684ae7bed3
jipacaGataGagitiwaji	missing_split_gloss_but_known_for_same_morpheme	"[""totalitativo""]"	waji	data/van-data.json	van-data	7	jipacaGataGagitiwaji	e9b78452-925e-458b-848a-d52ab76f6840
lixagotaGaGa	missing_split_gloss_but_known_for_same_morpheme	"[""(ser|estar)_vermelho""]"	ixagodi	data/hil-data.json	hil-data	2	Nigidiwa noGojedi lixagotaGaGa adakake lojedi	83fdcd4c-338f-4a9f-8545-da8539e67e9d
ixagodi	missing_split_gloss_but_known_for_same_morpheme	"[""(ser|estar)_vermelho""]"	ixagodi	data/hil-data.json	hil-data	1	Nagada libiwe niale ixagodi	d5dcd2bf-a3d0-4074-a241-f706b153134f
ixagodi	missing_split_gloss_but_known_for_same_morpheme	"[""(ser|estar)_vermelho""]"	ixagodi	data/van-data.json	van-data	1	libiwe niale ixagodi	30ef1810-38e0-4cef-8db3-4dda590faa09
idinitibeci	missing_split_gloss_but_known_for_same_morpheme	"[""intesificador""]"	tibeci	data/hil-data.json	hil-data	4	Ee ageliodi me idinitibeci	1e9df213-90da-4674-8889-4ac858df72fe
idinitibeci	missing_split_gloss_but_known_for_same_morpheme	"[""intesificador""]"	tibeci	data/hil-data.json	hil-data	4	aGeliodi me idinitibeci .	90ca38d8-e063-4c98-af51-4b9022ade506
aG@	missing_split_gloss_but_known_for_same_morpheme	"[""intesificador""]"	tibeci	data/van-data.json	van-data	4	ee eliodi me aGidininitibeci	39925f76-d73f-423f-95cd-f88bd78f2a6e
iniKGigi	missing_split_gloss_but_known_for_same_morpheme	"[""Nmlz""]"	Gi	data/van-data.json	van-data	3	aGeewi mica iniKGigi	42df6a83-6ae1-49b2-bd99-fbed7e2a083b
inikGigi	missing_split_gloss_but_known_for_same_morpheme	"[""Nmlz""]"	Gi	data/van-data.json	van-data	3	aGeyo mica inikGigi	27d94732-46ea-4286-a1d4-b2861806a579
dapicoGo	missing_split_gloss_but_known_for_same_morpheme	"[""(ser|estar)_quente""]"	apikoGo	data/van-data.json	van-data	2	idowa waca lotiidi dapicoGo	278e4c5c-aaab-4ca3-8f5e-277610fb80c2
